timestamp,cpu_percent,memory_percent,request_rate
2026-01-01T00:57:00,34.56,36.9,45.37
2026-01-01T00:57:30,37.15,36.97,43.75
2026-01-01T00:58:00,35.57,36.0,51.1
2026-01-01T00:58:30,34.93,37.0,54.28
2026-01-01T00:59:00,36.97,36.3,52.4
2026-01-01T00:59:30,36.3,35.1,55.53
2026-01-01T01:00:00,35.75,33.95,54.8
2026-01-01T01:00:30,35.9,34.08,52.73
2026-01-01T01:01:00,34.04,35.34,51.1
2026-01-01T01:01:30,34.37,35.39,55.83
2026-01-01T01:02:00,32.55,36.62,53.59
2026-01-01T01:02:30,33.88,36.71,53.31
2026-01-01T01:03:00,33.89,36.28,57.39
2026-01-01T01:03:30,37.31,39.0,58.61
2026-01-01T01:04:00,37.73,40.83,59.57
2026-01-01T01:04:30,39.78,41.02,56.91
2026-01-01T01:05:00,37.83,40.19,66.23
2026-01-01T01:05:30,37.64,38.58,69.5
2026-01-01T01:06:00,38.13,38.98,60.03
2026-01-01T01:06:30,40.75,38.73,65.25
2026-01-01T01:07:00,38.22,39.19,60.1
2026-01-01T01:07:30,39.71,39.52,54.61
2026-01-01T01:08:00,40.6,39.95,51.82
2026-01-01T01:08:30,42.9,41.1,56.85
2026-01-01T01:09:00,43.97,41.41,55.76
2026-01-01T01:09:30,44.04,40.69,56.61
2026-01-01T01:10:00,43.26,39.92,49.93
2026-01-01T01:10:30,41.39,40.5,54.23
2026-01-01T01:11:00,41.68,39.43,53.16
2026-01-01T01:11:30,41.4,40.15,48.0
2026-01-01T01:12:00,44.43,40.86,49.3
2026-01-01T01:12:30,43.51,40.82,51.26
2026-01-01T01:13:00,43.99,40.03,51.6
2026-01-01T01:13:30,41.64,38.26,56.77
2026-01-01T01:14:00,41.04,37.13,59.1
2026-01-01T01:14:30,41.43,35.51,65.11
2026-01-01T01:15:00,42.67,35.53,64.89
2026-01-01T01:15:30,44.84,35.09,65.33
2026-01-01T01:16:00,44.78,34.17,68.79
2026-01-01T01:16:30,43.1,35.04,73.42
2026-01-01T01:17:00,43.79,35.17,72.09
2026-01-01T01:17:30,44.56,35.22,79.63
2026-01-01T01:18:00,45.3,35.78,80.09
2026-01-01T01:18:30,44.25,36.82,80.11
2026-01-01T01:19:00,45.95,35.21,81.88
2026-01-01T01:19:30,46.08,35.92,78.46
2026-01-01T01:20:00,47.13,34.11,71.87
2026-01-01T01:20:30,49.04,33.32,80.1
2026-01-01T01:21:00,49.96,34.33,84.35
2026-01-01T01:21:30,50.39,35.02,80.66
2026-01-01T01:22:00,53.62,35.68,81.21
2026-01-01T01:22:30,53.98,35.87,83.7
2026-01-01T01:23:00,53.54,37.28,81.75
2026-01-01T01:23:30,53.71,35.74,87.48
2026-01-01T01:24:00,55.93,35.43,85.5
2026-01-01T01:24:30,56.11,35.48,89.47
2026-01-01T01:25:00,56.89,37.52,86.95
2026-01-01T01:25:30,58.68,38.54,88.98
2026-01-01T01:26:00,57.91,39.58,95.18
2026-01-01T01:26:30,55.32,38.82,97.08
2026-01-01T01:27:00,55.77,41.07,95.12
2026-01-01T01:27:30,56.11,41.54,96.01
2026-01-01T01:28:00,55.2,40.54,98.91
2026-01-01T01:28:30,56.51,42.88,97.2
2026-01-01T01:29:00,57.42,41.45,95.62
2026-01-01T01:29:30,55.93,40.58,102.67
2026-01-01T01:30:00,56.71,40.35,108.25
2026-01-01T01:30:30,56.41,39.37,105.6
2026-01-01T01:31:00,54.19,39.9,100.33
2026-01-01T01:31:30,54.87,40.17,95.19
2026-01-01T01:32:00,54.8,40.29,90.73
2026-01-01T01:32:30,53.68,42.18,89.6
2026-01-01T01:33:00,54.47,40.55,89.3
2026-01-01T01:33:30,55.2,41.91,83.76
2026-01-01T01:34:00,54.33,41.09,84.38
2026-01-01T01:34:30,54.93,42.55,72.77
2026-01-01T01:35:00,56.45,44.46,73.33
2026-01-01T01:35:30,55.39,46.76,79.76
2026-01-01T01:36:00,55.96,46.57,74.9
2026-01-01T01:36:30,55.96,45.4,63.38
2026-01-01T01:37:00,59.36,45.73,64.04
2026-01-01T01:37:30,56.57,45.68,66.85
2026-01-01T01:38:00,57.61,43.92,65.21
2026-01-01T01:38:30,57.15,44.65,66.13
2026-01-01T01:39:00,57.0,43.73,71.29
2026-01-01T01:39:30,59.85,45.17,78.05
2026-01-01T01:40:00,59.84,46.14,80.44
2026-01-01T01:40:30,60.0,45.86,75.5
2026-01-01T01:41:00,59.34,45.89,76.17
2026-01-01T01:41:30,59.86,45.65,72.17
2026-01-01T01:42:00,59.13,45.19,72.11
2026-01-01T01:42:30,58.09,48.29,71.15
2026-01-01T01:43:00,58.18,47.35,68.86
2026-01-01T01:43:30,57.76,47.41,74.99
2026-01-01T01:44:00,58.06,48.4,74.08
2026-01-01T01:44:30,54.91,48.02,68.15
2026-01-01T01:45:00,57.91,47.39,69.67
2026-01-01T01:45:30,57.66,46.06,72.41
2026-01-01T01:46:00,60.0,47.25,72.62
2026-01-01T01:46:30,58.49,47.96,69.52
2026-01-01T01:47:00,58.93,48.43,67.79
2026-01-01T01:47:30,60.0,46.92,65.43
2026-01-01T01:48:00,58.7,47.43,63.42
2026-01-01T01:48:30,56.45,47.71,60.61
2026-01-01T01:49:00,55.63,47.37,59.72
2026-01-01T01:49:30,56.34,46.0,54.3
2026-01-01T01:50:00,57.38,45.94,55.29
2026-01-01T01:50:30,59.32,45.07,52.16
2026-01-01T01:51:00,58.93,45.15,55.67
2026-01-01T01:51:30,56.53,45.21,57.19
2026-01-01T01:52:00,55.88,44.88,63.22
2026-01-01T01:52:30,57.74,45.76,57.76
2026-01-01T01:53:00,58.43,45.69,63.4
2026-01-01T01:53:30,55.5,46.22,62.94
2026-01-01T01:54:00,55.45,46.64,65.41
2026-01-01T01:54:30,57.54,47.65,68.97
2026-01-01T01:55:00,60.0,46.68,72.82
2026-01-01T01:55:30,60.0,46.34,73.06
2026-01-01T01:56:00,60.0,47.26,74.88
2026-01-01T01:56:30,58.14,47.41,74.51
2026-01-01T01:57:00,56.87,48.54,77.43
2026-01-01T01:57:30,56.95,49.28,73.86
2026-01-01T01:58:00,57.7,48.84,75.48
2026-01-01T01:58:30,58.57,49.72,81.63
2026-01-01T01:59:00,57.85,49.46,89.66
2026-01-01T01:59:30,56.13,50.42,93.93
2026-01-01T02:00:00,54.96,52.27,99.78
2026-01-01T02:00:30,53.22,53.36,101.87
2026-01-01T02:01:00,54.19,55.65,106.09
2026-01-01T02:01:30,50.72,54.1,113.87
2026-01-01T02:02:00,50.22,53.55,113.65
2026-01-01T02:02:30,50.89,53.29,107.3
2026-01-01T02:03:00,53.18,52.89,106.62
2026-01-01T02:03:30,53.28,53.26,107.36
2026-01-01T02:04:00,54.79,52.89,104.07
2026-01-01T02:04:30,54.19,54.0,99.27
2026-01-01T02:05:00,53.07,54.98,97.3
2026-01-01T02:05:30,52.06,55.4,92.38
2026-01-01T02:06:00,54.35,54.38,96.03
2026-01-01T02:06:30,55.84,54.93,102.85
2026-01-01T02:07:00,56.57,55.61,105.55
2026-01-01T02:07:30,60.0,55.96,99.98
2026-01-01T02:08:00,59.95,55.99,100.8
2026-01-01T02:08:30,60.0,57.39,97.37
2026-01-01T02:09:00,60.0,56.84,98.49
2026-01-01T02:09:30,59.67,56.47,95.2
2026-01-01T02:10:00,60.0,57.14,99.13
2026-01-01T02:10:30,60.0,57.67,101.94
2026-01-01T02:11:00,57.9,58.52,100.66
2026-01-01T02:11:30,57.3,58.24,102.67
2026-01-01T02:12:00,57.94,56.93,102.93
2026-01-01T02:12:30,59.12,55.69,109.84
2026-01-01T02:13:00,57.1,55.26,102.23
2026-01-01T02:13:30,53.71,56.05,103.88
2026-01-01T02:14:00,50.85,56.84,108.85
2026-01-01T02:14:30,50.75,55.02,107.39
2026-01-01T02:15:00,50.59,55.56,105.39
2026-01-01T02:15:30,51.11,55.47,106.1
2026-01-01T02:16:00,49.95,54.43,102.42
2026-01-01T02:16:30,48.12,56.62,100.27
2026-01-01T02:17:00,45.08,56.88,96.18
2026-01-01T02:17:30,45.58,57.71,95.47
2026-01-01T02:18:00,46.13,60.28,87.1
2026-01-01T02:18:30,47.62,59.7,84.69
2026-01-01T02:19:00,48.81,59.3,86.92
2026-01-01T02:19:30,48.52,60.79,85.41
2026-01-01T02:20:00,50.55,59.48,83.76
2026-01-01T02:20:30,50.34,59.56,87.36
2026-01-01T02:21:00,49.35,59.6,93.67
2026-01-01T02:21:30,48.57,60.57,90.72
2026-01-01T02:22:00,47.69,60.98,95.54
2026-01-01T02:22:30,44.44,60.07,88.54
2026-01-01T02:23:00,44.68,61.04,85.15
2026-01-01T02:23:30,45.05,61.88,87.3
2026-01-01T02:24:00,44.51,60.83,88.33
2026-01-01T02:24:30,43.44,60.14,88.8
2026-01-01T02:25:00,44.0,59.62,92.26
2026-01-01T02:25:30,46.57,58.47,91.45
2026-01-01T02:26:00,46.63,59.53,94.5
2026-01-01T02:26:30,45.87,59.21,92.55
2026-01-01T02:27:00,44.98,58.93,90.04
2026-01-01T02:27:30,44.88,57.89,82.54
2026-01-01T02:28:00,42.98,57.5,85.24
2026-01-01T02:28:30,42.79,58.98,81.77
2026-01-01T02:29:00,42.88,59.73,85.8
2026-01-01T02:29:30,45.65,58.12,89.84
2026-01-01T02:30:00,47.06,57.13,88.95
2026-01-01T02:30:30,48.62,57.76,89.3
2026-01-01T02:31:00,47.55,57.26,90.09
2026-01-01T02:31:30,48.55,56.71,89.27
2026-01-01T02:32:00,46.84,55.85,83.44
2026-01-01T02:32:30,47.31,54.52,89.22
2026-01-01T02:33:00,47.94,54.61,86.95
2026-01-01T02:33:30,46.79,54.23,89.06
2026-01-01T02:34:00,49.79,55.37,90.23
2026-01-01T02:34:30,50.64,55.31,91.39
2026-01-01T02:35:00,47.78,54.34,92.26
2026-01-01T02:35:30,48.61,55.04,95.91
2026-01-01T02:36:00,48.0,56.38,92.43
2026-01-01T02:36:30,48.0,55.65,96.4
2026-01-01T02:37:00,48.7,53.94,97.06
2026-01-01T02:37:30,49.29,53.46,97.22
2026-01-01T02:38:00,46.23,52.11,95.56
2026-01-01T02:38:30,44.49,53.76,95.38
2026-01-01T02:39:00,45.65,52.37,97.69
2026-01-01T02:39:30,47.6,52.04,93.01
2026-01-01T02:40:00,50.46,53.51,86.12
2026-01-01T02:40:30,53.16,54.39,85.02
2026-01-01T02:41:00,50.08,53.87,87.83
2026-01-01T02:41:30,51.23,53.09,86.64
2026-01-01T02:42:00,48.36,52.91,92.12
2026-01-01T02:42:30,50.78,52.67,97.31
2026-01-01T02:43:00,51.16,54.16,102.92
2026-01-01T02:43:30,49.45,54.01,108.72
2026-01-01T02:44:00,52.46,52.66,109.78
2026-01-01T02:44:30,53.43,53.64,112.05
2026-01-01T02:45:00,50.59,54.68,109.32
2026-01-01T02:45:30,51.03,54.45,98.58
2026-01-01T02:46:00,49.94,55.23,100.2
2026-01-01T02:46:30,50.1,55.28,97.11
2026-01-01T02:47:00,49.41,54.07,96.31
2026-01-01T02:47:30,51.47,53.99,86.36
2026-01-01T02:48:00,49.33,52.84,89.95
2026-01-01T02:48:30,49.81,52.21,89.15
2026-01-01T02:49:00,52.53,51.27,86.78
2026-01-01T02:49:30,51.29,51.6,82.16
2026-01-01T02:50:00,51.6,51.79,78.91
2026-01-01T02:50:30,51.91,50.47,75.53
2026-01-01T02:51:00,50.87,49.55,71.64
2026-01-01T02:51:30,51.84,49.55,65.99
2026-01-01T02:52:00,51.99,50.01,65.15
2026-01-01T02:52:30,50.57,50.09,63.8
2026-01-01T02:53:00,53.22,47.88,67.24
2026-01-01T02:53:30,54.4,49.17,60.23
2026-01-01T02:54:00,54.15,50.94,58.45
2026-01-01T02:54:30,53.2,52.52,54.88
2026-01-01T02:55:00,52.02,53.07,56.25
2026-01-01T02:55:30,53.87,53.74,56.04
2026-01-01T02:56:00,53.65,53.08,59.43
2026-01-01T02:56:30,54.34,53.27,66.78
2026-01-01T02:57:00,54.06,52.14,66.79
2026-01-01T02:57:30,54.99,52.26,68.91
2026-01-01T02:58:00,54.81,50.83,65.91
2026-01-01T02:58:30,55.96,51.42,65.4
2026-01-01T02:59:00,55.68,51.06,65.5
2026-01-01T02:59:30,56.93,51.83,74.06
2026-01-01T03:00:00,57.94,52.01,69.5
2026-01-01T03:00:30,57.76,51.55,68.96
2026-01-01T03:01:00,56.47,52.4,69.04
2026-01-01T03:01:30,55.06,51.22,66.02
2026-01-01T03:02:00,53.95,50.96,67.43
2026-01-01T03:02:30,52.47,50.42,67.49
2026-01-01T03:03:00,53.77,51.17,67.97
2026-01-01T03:03:30,53.7,51.09,65.08
2026-01-01T03:04:00,56.06,51.36,68.02
2026-01-01T03:04:30,59.48,51.89,64.3
2026-01-01T03:05:00,59.51,49.54,62.81
2026-01-01T03:05:30,57.19,48.61,66.2
2026-01-01T03:06:00,56.62,48.73,71.79
2026-01-01T03:06:30,56.51,49.74,68.79
2026-01-01T03:07:00,54.27,50.31,71.28
2026-01-01T03:07:30,53.9,51.63,70.94
2026-01-01T03:08:00,54.33,51.4,75.11
2026-01-01T03:08:30,53.64,51.5,75.56
2026-01-01T03:09:00,52.49,51.0,82.35
2026-01-01T03:09:30,51.35,50.57,88.48
2026-01-01T03:10:00,54.03,49.74,84.59
2026-01-01T03:10:30,53.79,49.2,83.28
2026-01-01T03:11:00,52.54,49.0,80.28
2026-01-01T03:11:30,51.98,48.35,79.95
2026-01-01T03:12:00,53.42,48.38,72.68
2026-01-01T03:12:30,52.39,46.56,65.99
2026-01-01T03:13:00,53.11,46.99,70.07
2026-01-01T03:13:30,54.2,47.17,71.43
2026-01-01T03:14:00,55.33,47.61,74.45
2026-01-01T03:14:30,57.43,47.15,70.83
2026-01-01T03:15:00,56.6,46.64,66.62
2026-01-01T03:15:30,58.3,47.62,65.85
2026-01-01T03:16:00,57.11,47.47,71.38
2026-01-01T03:16:30,56.52,49.46,71.68
2026-01-01T03:17:00,58.31,48.05,72.41
2026-01-01T03:17:30,59.54,47.8,77.12
2026-01-01T03:18:00,59.55,46.67,78.64
2026-01-01T03:18:30,57.76,45.89,79.37
2026-01-01T03:19:00,58.6,45.1,81.08
2026-01-01T03:19:30,57.66,44.62,80.32
2026-01-01T03:20:00,56.27,45.4,86.61
2026-01-01T03:20:30,55.3,44.26,86.19
2026-01-01T03:21:00,55.67,44.87,83.31
2026-01-01T03:21:30,52.49,43.43,86.04
2026-01-01T03:22:00,53.03,43.02,89.82
2026-01-01T03:22:30,53.29,44.34,87.94
2026-01-01T03:23:00,52.41,44.8,90.83
2026-01-01T03:23:30,53.97,45.07,95.14
2026-01-01T03:24:00,54.88,45.7,81.73
2026-01-01T03:24:30,53.97,46.28,74.83
2026-01-01T03:25:00,52.97,46.91,76.44
2026-01-01T03:25:30,54.01,48.31,72.71
2026-01-01T03:26:00,51.74,47.27,79.46
2026-01-01T03:26:30,51.24,66.38,231.44
2026-01-01T03:27:00,58.93,66.95,223.22
2026-01-01T03:27:30,66.62,66.41,226.22
2026-01-01T03:28:00,74.31,70.82,227.32
2026-01-01T03:28:30,82.0,72.98,219.77
2026-01-01T03:29:00,90.24,68.26,227.06
2026-01-01T03:29:30,91.52,70.59,236.91
2026-01-01T03:30:00,87.89,70.23,228.61
2026-01-01T03:30:30,88.86,72.59,232.7
2026-01-01T03:31:00,90.25,70.6,228.03
2026-01-01T03:31:30,89.7,71.18,222.68
2026-01-01T03:32:00,82.0,71.43,213.65
2026-01-01T03:32:30,74.31,67.72,212.24
2026-01-01T03:33:00,66.62,69.92,221.43
2026-01-01T03:33:30,58.93,68.97,216.37
2026-01-01T03:34:00,53.27,51.68,66.49
2026-01-01T03:34:30,53.29,51.71,59.83
2026-01-01T03:35:00,50.72,52.74,61.5
2026-01-01T03:35:30,51.96,50.37,50.25
2026-01-01T03:36:00,52.94,49.21,48.75
2026-01-01T03:36:30,54.63,49.17,42.79
2026-01-01T03:37:00,58.01,48.75,43.81
2026-01-01T03:37:30,57.53,47.8,42.47
2026-01-01T03:38:00,57.47,48.42,45.74
2026-01-01T03:38:30,57.49,47.44,44.93
2026-01-01T03:39:00,60.0,47.66,44.08
2026-01-01T03:39:30,57.4,47.79,48.56
2026-01-01T03:40:00,58.13,47.84,46.7
2026-01-01T03:40:30,55.93,47.01,46.58
2026-01-01T03:41:00,52.05,46.82,52.29
2026-01-01T03:41:30,49.02,48.05,54.93
2026-01-01T03:42:00,46.95,48.59,62.87
2026-01-01T03:42:30,48.55,49.55,64.7
2026-01-01T03:43:00,47.25,49.47,62.58
2026-01-01T03:43:30,46.91,47.77,66.88
2026-01-01T03:44:00,45.16,47.31,70.57
2026-01-01T03:44:30,46.08,47.15,69.48
2026-01-01T03:45:00,44.43,48.46,71.64
2026-01-01T03:45:30,46.4,49.59,71.31
2026-01-01T03:46:00,44.91,50.02,73.3
2026-01-01T03:46:30,43.77,49.16,73.43
2026-01-01T03:47:00,43.95,49.29,72.91
2026-01-01T03:47:30,43.99,49.03,79.67
2026-01-01T03:48:00,46.13,48.78,81.49
2026-01-01T03:48:30,46.31,47.55,76.17
2026-01-01T03:49:00,44.49,48.01,77.0
2026-01-01T03:49:30,43.65,47.98,75.81
2026-01-01T03:50:00,42.79,48.79,77.06
2026-01-01T03:50:30,43.88,47.33,78.02
2026-01-01T03:51:00,44.46,46.2,79.48
2026-01-01T03:51:30,44.28,49.85,72.69
2026-01-01T03:52:00,45.58,48.97,66.42
2026-01-01T03:52:30,44.79,49.25,72.02
2026-01-01T03:53:00,44.59,49.69,71.91
2026-01-01T03:53:30,44.86,48.71,77.26
2026-01-01T03:54:00,47.15,50.44,79.38
2026-01-01T03:54:30,47.0,50.37,77.24
2026-01-01T03:55:00,46.48,50.52,70.49
2026-01-01T03:55:30,44.91,52.34,72.54
2026-01-01T03:56:00,45.94,51.55,74.61
2026-01-01T03:56:30,45.05,51.06,81.61
2026-01-01T03:57:00,45.57,50.71,80.8
2026-01-01T03:57:30,42.72,49.34,81.1
2026-01-01T03:58:00,44.28,49.62,73.87
2026-01-01T03:58:30,42.28,50.09,71.45
2026-01-01T03:59:00,41.12,50.27,72.43
2026-01-01T03:59:30,42.71,50.93,71.03
2026-01-01T04:00:00,40.7,51.8,67.53
2026-01-01T04:00:30,40.59,52.13,73.2
2026-01-01T04:01:00,40.7,51.89,79.61
2026-01-01T04:01:30,39.2,53.11,75.34
2026-01-01T04:02:00,41.21,52.42,75.73
2026-01-01T04:02:30,43.46,53.81,74.02
2026-01-01T04:03:00,40.5,53.62,79.96
2026-01-01T04:03:30,38.33,54.39,80.91
2026-01-01T04:04:00,39.54,56.21,83.3
2026-01-01T04:04:30,37.59,53.95,79.56
2026-01-01T04:05:00,37.01,53.75,84.87
2026-01-01T04:05:30,37.2,53.35,83.67
2026-01-01T04:06:00,38.24,55.06,91.12
2026-01-01T04:06:30,37.9,54.65,95.49
2026-01-01T04:07:00,38.05,57.38,92.89
2026-01-01T04:07:30,36.88,55.85,95.0
2026-01-01T04:08:00,38.82,56.2,95.97
2026-01-01T04:08:30,38.08,55.82,95.09
2026-01-01T04:09:00,38.59,56.32,98.09
2026-01-01T04:09:30,37.82,55.76,97.98
2026-01-01T04:10:00,37.98,55.3,98.1
2026-01-01T04:10:30,37.72,53.48,95.57
2026-01-01T04:11:00,37.48,53.59,92.59
2026-01-01T04:11:30,35.96,52.09,92.9
2026-01-01T04:12:00,37.16,50.78,93.61
2026-01-01T04:12:30,39.28,50.87,97.92
2026-01-01T04:13:00,39.64,50.75,92.5
2026-01-01T04:13:30,40.74,51.77,92.95
2026-01-01T04:14:00,42.0,50.42,99.33
2026-01-01T04:14:30,43.39,50.84,96.61
2026-01-01T04:15:00,43.84,51.17,92.44
2026-01-01T04:15:30,44.16,50.86,88.73
2026-01-01T04:16:00,45.46,50.06,91.9
2026-01-01T04:16:30,45.56,49.98,86.83
2026-01-01T04:17:00,44.1,50.86,86.91
2026-01-01T04:17:30,44.14,50.49,84.24
2026-01-01T04:18:00,41.3,51.34,81.93
2026-01-01T04:18:30,41.29,51.06,80.71
2026-01-01T04:19:00,41.91,52.79,79.21
2026-01-01T04:19:30,43.77,52.82,77.74
2026-01-01T04:20:00,44.0,52.64,77.52
2026-01-01T04:20:30,45.39,51.03,78.6
2026-01-01T04:21:00,45.39,49.6,76.79
2026-01-01T04:21:30,43.85,49.98,78.67
2026-01-01T04:22:00,41.73,49.76,76.75
2026-01-01T04:22:30,40.28,50.04,74.93
2026-01-01T04:23:00,38.23,49.35,75.1
2026-01-01T04:23:30,39.18,49.2,68.24
2026-01-01T04:24:00,38.87,48.58,64.95
2026-01-01T04:24:30,39.73,48.87,62.28
2026-01-01T04:25:00,39.84,48.66,58.19
2026-01-01T04:25:30,41.4,50.52,57.26
2026-01-01T04:26:00,42.99,49.83,54.33
2026-01-01T04:26:30,42.02,50.95,50.68
2026-01-01T04:27:00,41.61,49.9,54.75
2026-01-01T04:27:30,40.81,49.43,63.08
2026-01-01T04:28:00,38.38,48.59,67.05
2026-01-01T04:28:30,39.39,49.85,68.25
2026-01-01T04:29:00,41.18,50.29,72.74
2026-01-01T04:29:30,41.17,50.42,74.0
2026-01-01T04:30:00,40.43,50.66,72.96
2026-01-01T04:30:30,42.06,49.57,73.4
2026-01-01T04:31:00,38.55,50.98,72.06
2026-01-01T04:31:30,38.81,52.37,63.24
2026-01-01T04:32:00,39.03,52.33,59.87
2026-01-01T04:32:30,38.17,52.34,56.56
2026-01-01T04:33:00,40.26,52.99,58.49
2026-01-01T04:33:30,41.72,52.82,56.57
2026-01-01T04:34:00,41.32,52.62,49.37
2026-01-01T04:34:30,41.19,52.13,49.26
2026-01-01T04:35:00,40.61,51.78,50.4
2026-01-01T04:35:30,39.84,51.3,53.48
2026-01-01T04:36:00,37.88,52.03,54.94
2026-01-01T04:36:30,39.95,51.71,64.5
2026-01-01T04:37:00,41.49,51.28,61.03
2026-01-01T04:37:30,42.69,50.65,66.3
2026-01-01T04:38:00,41.05,49.15,69.98
2026-01-01T04:38:30,44.17,50.71,67.44
