timestamp,cpu_percent,memory_percent,request_rate,post_scaling
2024-01-15T09:53:00,59.53,49.24,323.0,False
2024-01-15T09:53:30,69.38,58.37,300.5,False
2024-01-15T09:54:00,76.51,49.54,314.3,False
2024-01-15T09:54:30,66.27,60.84,309.5,True
2024-01-15T09:55:00,58.88,44.8,302.4,True
2024-01-15T09:55:30,53.59,47.9,321.6,True
2024-01-15T09:56:00,49.68,44.05,282.3,True
2024-01-15T09:56:30,47.85,48.32,290.4,True
2024-01-15T09:57:00,44.54,47.69,280.5,True
2024-01-15T09:57:30,43.7,45.81,270.8,True
2024-01-15T09:58:00,41.97,44.26,4.8,True
2024-01-15T09:58:30,40.75,39.07,8.5,True
2024-01-15T09:59:00,30.76,39.6,10.4,True
2024-01-15T09:59:30,28.06,39.3,21.5,False
2024-01-15T10:00:00,26.17,35.85,19.9,False
2024-01-15T10:00:30,24.87,39.66,13.8,False
2024-01-15T10:01:00,22.75,38.49,15.9,False
2024-01-15T10:01:30,22.37,36.86,17.9,False
2024-01-15T10:02:00,20.08,36.97,26.4,False
2024-01-15T10:02:30,19.22,35.7,30.6,False
2024-01-15T10:03:00,19.87,31.84,31.2,False
2024-01-15T10:03:30,19.49,38.27,38.4,False
2024-01-15T10:04:00,20.09,29.34,28.6,False
2024-01-15T10:04:30,22.04,38.53,23.6,False
2024-01-15T10:05:00,21.54,33.59,17.7,False
2024-01-15T10:05:30,21.98,38.74,15.9,False
2024-01-15T10:06:00,23.0,39.31,8.4,False
2024-01-15T10:06:30,22.08,37.23,14.1,False
2024-01-15T10:07:00,21.2,39.29,13.9,False
2024-01-15T10:07:30,21.34,35.9,6.2,False
2024-01-15T10:08:00,20.15,35.62,2.5,False
2024-01-15T10:08:30,19.67,41.38,7.3,False
2024-01-15T10:09:00,18.11,35.06,14.6,False
2024-01-15T10:09:30,17.96,35.55,27.7,False
2024-01-15T10:10:00,18.88,29.85,44.4,False
2024-01-15T10:10:30,19.17,34.36,43.7,False
2024-01-15T10:11:00,19.51,33.94,34.7,False
2024-01-15T10:11:30,20.75,36.66,20.2,False
2024-01-15T10:12:00,22.46,37.13,22.4,False
2024-01-15T10:12:30,20.96,37.17,17.7,False
2024-01-15T10:13:00,21.64,34.65,16.3,False
2024-01-15T10:13:30,20.29,38.78,13.9,False
2024-01-15T10:14:00,19.76,38.86,14.8,False
2024-01-15T10:14:30,19.37,38.88,22.9,False
2024-01-15T10:15:00,18.39,36.4,24.3,False
2024-01-15T10:15:30,18.93,32.98,23.8,False
2024-01-15T10:16:00,18.4,38.5,18.1,False
2024-01-15T10:16:30,18.9,33.55,9.6,False
2024-01-15T10:17:00,19.02,40.04,9.6,False
2024-01-15T10:17:30,16.82,31.4,12.3,False
2024-01-15T10:18:00,16.3,40.09,25.6,False
2024-01-15T10:18:30,17.05,38.27,27.3,False
2024-01-15T10:19:00,17.5,32.77,33.9,False
2024-01-15T10:19:30,19.13,36.87,30.8,False
2024-01-15T10:20:00,20.85,36.73,24.2,False
2024-01-15T10:20:30,21.61,38.04,20.1,False
2024-01-15T10:21:00,22.03,40.13,18.2,False
2024-01-15T10:21:30,20.21,30.33,33.9,False
2024-01-15T10:22:00,20.76,40.83,29.7,False
2024-01-15T10:22:30,20.81,31.7,36.4,False
2024-01-15T10:23:00,21.37,40.27,31.8,False
2024-01-15T10:23:30,23.54,39.79,39.1,False
2024-01-15T10:24:00,23.08,35.4,42.3,False
2024-01-15T10:24:30,23.6,37.36,42.0,False
2024-01-15T10:25:00,23.43,44.35,42.7,False
2024-01-15T10:25:30,25.39,42.29,39.9,False
2024-01-15T10:26:00,24.79,41.24,44.5,False
2024-01-15T10:26:30,25.33,40.19,43.2,False
2024-01-15T10:27:00,26.5,41.18,37.9,False
2024-01-15T10:27:30,26.85,41.31,33.3,False
2024-01-15T10:28:00,26.39,33.89,38.6,False
2024-01-15T10:28:30,25.54,37.27,51.8,False
2024-01-15T10:29:00,24.31,43.55,54.9,False
2024-01-15T10:29:30,26.7,43.42,56.3,False
2024-01-15T10:30:00,27.5,43.68,60.3,False
2024-01-15T10:30:30,27.98,40.4,70.2,False
2024-01-15T10:31:00,27.78,40.92,72.6,False
2024-01-15T10:31:30,29.26,36.33,71.3,False
2024-01-15T10:32:00,30.39,40.4,79.8,False
2024-01-15T10:32:30,32.47,44.05,83.4,False
2024-01-15T10:33:00,33.22,42.37,93.6,False
2024-01-15T10:33:30,34.04,41.31,94.7,False
2024-01-15T10:34:00,34.54,41.64,87.7,False
2024-01-15T10:34:30,35.22,38.58,81.5,False
2024-01-15T10:35:00,36.12,43.82,94.8,False
2024-01-15T10:35:30,34.55,41.73,107.2,False
2024-01-15T10:36:00,36.55,45.97,106.8,False
2024-01-15T10:36:30,38.89,43.73,105.9,False
2024-01-15T10:37:00,39.1,40.43,116.8,False
2024-01-15T10:37:30,40.07,45.16,111.2,False
2024-01-15T10:38:00,42.27,48.1,108.4,False
2024-01-15T10:38:30,42.33,41.08,115.8,False
2024-01-15T10:39:00,42.02,45.36,116.6,False
2024-01-15T10:39:30,42.45,43.13,120.2,False
2024-01-15T10:40:00,43.15,43.59,122.9,False
2024-01-15T10:40:30,43.25,46.07,128.9,False
2024-01-15T10:41:00,43.69,46.02,141.1,False
2024-01-15T10:41:30,44.96,42.32,144.2,False
2024-01-15T10:42:00,46.19,50.48,150.7,False
2024-01-15T10:42:30,46.77,40.02,140.8,False
2024-01-15T10:43:00,47.15,46.59,145.0,False
2024-01-15T10:43:30,48.09,46.48,144.5,False
2024-01-15T10:44:00,49.95,39.46,142.4,False
2024-01-15T10:44:30,50.6,52.39,143.3,False
2024-01-15T10:45:00,49.75,46.27,147.9,False
2024-01-15T10:45:30,49.51,44.64,160.0,False
2024-01-15T10:46:00,50.0,51.78,157.3,False
2024-01-15T10:46:30,52.88,47.5,163.8,False
2024-01-15T10:47:00,54.74,49.27,166.8,False
2024-01-15T10:47:30,56.42,49.47,170.8,False
2024-01-15T10:48:00,56.6,50.91,182.8,False
2024-01-15T10:48:30,59.32,53.32,190.6,False
2024-01-15T10:49:00,59.2,53.63,202.6,False
2024-01-15T10:49:30,59.96,49.52,204.3,False
2024-01-15T10:50:00,62.35,51.92,202.9,False
2024-01-15T10:50:30,63.67,52.33,205.0,False
2024-01-15T10:51:00,64.54,53.86,209.9,False
2024-01-15T10:51:30,63.6,54.26,214.1,False
2024-01-15T10:52:00,64.03,48.08,210.4,False
2024-01-15T10:52:30,65.34,53.12,214.7,False
2024-01-15T10:53:00,65.5,55.42,219.4,False
2024-01-15T10:53:30,65.44,51.68,237.4,False
2024-01-15T10:54:00,66.33,53.07,249.0,False
2024-01-15T10:54:30,68.94,51.11,242.7,False
2024-01-15T10:55:00,71.98,55.38,240.9,False
2024-01-15T10:55:30,71.67,49.21,232.5,False
2024-01-15T10:56:00,72.73,54.79,230.6,False
2024-01-15T10:56:30,72.77,55.38,234.5,False
2024-01-15T10:57:00,72.9,58.36,243.1,False
2024-01-15T10:57:30,72.28,51.78,238.9,False
2024-01-15T10:58:00,72.51,56.25,235.6,False
2024-01-15T10:58:30,74.11,54.64,223.8,False
2024-01-15T10:59:00,72.17,50.15,225.6,False
2024-01-15T10:59:30,71.18,53.24,221.5,False
2024-01-15T11:00:00,70.94,54.95,221.1,False
2024-01-15T11:00:30,70.54,57.84,218.4,False
2024-01-15T11:01:00,69.96,51.9,220.6,False
2024-01-15T11:01:30,70.21,49.97,212.2,False
2024-01-15T11:02:00,70.49,54.98,206.5,False
2024-01-15T11:02:30,69.65,59.14,222.9,False
2024-01-15T11:03:00,68.27,60.08,215.9,False
2024-01-15T11:03:30,68.84,50.26,210.7,False
2024-01-15T11:04:00,68.93,50.9,223.5,False
2024-01-15T11:04:30,67.99,54.99,240.4,False
2024-01-15T11:05:00,69.28,52.38,229.8,False
2024-01-15T11:05:30,71.76,58.59,225.1,False
2024-01-15T11:06:00,73.04,57.15,224.8,False
2024-01-15T11:06:30,73.53,50.09,232.4,False
2024-01-15T11:07:00,72.59,52.81,222.0,False
2024-01-15T11:07:30,72.83,53.78,217.0,False
2024-01-15T11:08:00,72.01,60.85,218.4,False
2024-01-15T11:08:30,71.06,56.11,216.8,False
2024-01-15T11:09:00,70.44,54.88,210.1,False
2024-01-15T11:09:30,70.08,55.87,205.2,False
2024-01-15T11:10:00,70.18,59.51,192.9,False
2024-01-15T11:10:30,69.25,56.01,188.7,False
2024-01-15T11:11:00,66.58,53.04,184.3,False
2024-01-15T11:11:30,65.96,55.68,182.9,False
2024-01-15T11:12:00,64.65,55.29,176.3,False
2024-01-15T11:12:30,63.84,55.94,176.2,False
2024-01-15T11:13:00,62.63,50.85,178.8,False
2024-01-15T11:13:30,61.81,42.84,175.1,False
2024-01-15T11:14:00,61.46,40.57,172.6,False
2024-01-15T11:14:30,59.36,52.13,167.9,False
2024-01-15T11:15:00,59.35,47.29,163.0,False
2024-01-15T11:15:30,58.11,54.45,153.9,False
2024-01-15T11:16:00,57.04,56.69,151.8,False
2024-01-15T11:16:30,55.97,50.81,146.8,False
2024-01-15T11:17:00,56.28,50.09,155.2,False
2024-01-15T11:17:30,54.15,48.62,158.5,False
2024-01-15T11:18:00,54.02,44.81,153.7,False
2024-01-15T11:18:30,54.01,46.68,142.1,False
2024-01-15T11:19:00,54.53,49.19,129.5,False
2024-01-15T11:19:30,53.11,48.27,132.2,False
2024-01-15T11:20:00,51.56,49.9,128.3,False
2024-01-15T11:20:30,49.75,44.29,125.7,False
2024-01-15T11:21:00,49.78,46.18,109.7,False
2024-01-15T11:21:30,47.71,48.03,111.6,False
2024-01-15T11:22:00,46.47,41.67,109.9,False
2024-01-15T11:22:30,45.57,48.16,98.6,False
2024-01-15T11:23:00,44.93,47.62,92.4,False
2024-01-15T11:23:30,42.29,45.8,91.0,False
2024-01-15T11:24:00,40.81,42.83,88.2,False
2024-01-15T11:24:30,40.55,48.63,83.3,False
2024-01-15T11:25:00,40.84,48.24,79.9,False
2024-01-15T11:25:30,39.26,44.8,75.8,False
2024-01-15T11:26:00,38.55,43.86,74.3,False
2024-01-15T11:26:30,37.27,45.51,80.6,False
2024-01-15T11:27:00,36.11,40.45,61.4,False
2024-01-15T11:27:30,35.51,44.33,58.7,False
2024-01-15T11:28:00,33.96,42.91,58.6,False
2024-01-15T11:28:30,33.18,40.49,59.0,False
2024-01-15T11:29:00,32.69,42.58,55.0,False
2024-01-15T11:29:30,30.88,45.13,43.0,False
2024-01-15T11:30:00,29.86,35.49,45.1,False
2024-01-15T11:30:30,27.84,36.68,55.0,False
2024-01-15T11:31:00,27.41,38.77,43.7,False
2024-01-15T11:31:30,27.56,41.51,48.2,False
2024-01-15T11:32:00,27.32,40.51,44.7,False
2024-01-15T11:32:30,27.55,41.49,43.1,False
2024-01-15T11:33:00,25.55,37.85,35.7,False
2024-01-15T11:33:30,23.99,38.5,33.4,False
2024-01-15T11:34:00,23.96,41.52,41.2,False
2024-01-15T11:34:30,24.67,39.24,43.4,False
2024-01-15T11:35:00,24.49,40.03,52.0,False
2024-01-15T11:35:30,24.5,38.57,55.8,False
2024-01-15T11:36:00,26.29,37.53,54.5,False
2024-01-15T11:36:30,27.69,41.72,61.2,False
2024-01-15T11:37:00,27.26,42.46,58.8,False
2024-01-15T11:37:30,28.69,40.35,59.1,False
2024-01-15T11:38:00,28.43,37.37,52.5,False
2024-01-15T11:38:30,28.43,41.58,49.0,False
2024-01-15T11:39:00,27.62,40.98,41.3,False
2024-01-15T11:39:30,26.58,38.69,44.9,False
2024-01-15T11:40:00,26.29,46.54,34.8,False
2024-01-15T11:40:30,25.23,43.25,37.9,False
2024-01-15T11:41:00,24.88,39.94,34.7,False
2024-01-15T11:41:30,24.85,40.03,40.1,False
2024-01-15T11:42:00,24.39,42.9,42.1,False
2024-01-15T11:42:30,24.23,41.88,50.2,False
2024-01-15T11:43:00,24.14,38.27,50.4,False
2024-01-15T11:43:30,24.35,39.89,36.8,False
2024-01-15T11:44:00,26.41,39.01,34.2,False
2024-01-15T11:44:30,25.6,35.62,25.4,False
2024-01-15T11:45:00,24.82,33.91,21.7,False
2024-01-15T11:45:30,23.09,38.76,30.8,False
2024-01-15T11:46:00,23.28,46.58,33.2,False
2024-01-15T11:46:30,22.67,42.24,27.3,False
2024-01-15T11:47:00,23.04,37.61,20.3,False
2024-01-15T11:47:30,23.0,38.24,20.6,False
2024-01-15T11:48:00,22.2,36.55,13.4,False
2024-01-15T11:48:30,20.54,32.56,10.5,False
2024-01-15T11:49:00,20.37,36.3,13.9,False
2024-01-15T11:49:30,19.09,36.71,21.8,False
2024-01-15T11:50:00,19.5,37.37,25.3,False
2024-01-15T11:50:30,19.3,40.43,10.9,False
2024-01-15T11:51:00,21.09,38.87,14.1,False
2024-01-15T11:51:30,20.81,41.01,15.5,False
2024-01-15T11:52:00,20.97,39.18,18.7,False
2024-01-15T11:52:30,20.79,38.84,28.7,False
2024-01-15T11:53:00,19.64,38.97,15.0,False
2024-01-15T11:53:30,19.38,34.4,12.3,False
2024-01-15T11:54:00,20.17,39.58,17.0,False
2024-01-15T11:54:30,20.65,36.41,8.0,False
2024-01-15T11:55:00,19.37,36.06,18.7,False
2024-01-15T11:55:30,18.74,36.79,21.1,False
2024-01-15T11:56:00,19.87,35.87,26.1,False
2024-01-15T11:56:30,20.26,34.12,21.7,False
2024-01-15T11:57:00,20.97,37.35,26.4,False
2024-01-15T11:57:30,20.25,36.38,31.8,False
2024-01-15T11:58:00,20.51,36.37,31.5,False
2024-01-15T11:58:30,22.58,37.61,31.2,False
2024-01-15T11:59:00,22.48,31.58,31.1,False
2024-01-15T11:59:30,21.9,36.88,24.3,False
2024-01-15T12:00:00,21.65,41.72,22.8,False
2024-01-15T12:00:30,21.36,41.34,21.4,False
2024-01-15T12:01:00,21.2,37.53,23.5,False
2024-01-15T12:01:30,20.88,37.32,29.0,False
2024-01-15T12:02:00,22.17,30.8,21.3,False
2024-01-15T12:02:30,20.7,35.61,20.4,False
2024-01-15T12:03:00,20.6,39.28,29.2,False
2024-01-15T12:03:30,20.8,36.13,23.4,False
2024-01-15T12:04:00,22.01,40.8,17.9,False
2024-01-15T12:04:30,21.8,40.52,19.5,False
2024-01-15T12:05:00,21.31,35.77,24.6,False
2024-01-15T12:05:30,21.4,37.82,24.0,False
2024-01-15T12:06:00,21.33,41.88,31.4,False
2024-01-15T12:06:30,19.39,32.53,34.8,False
2024-01-15T12:07:00,19.53,35.75,37.6,False
2024-01-15T12:07:30,20.59,32.69,38.3,False
2024-01-15T12:08:00,21.0,34.77,49.5,False
2024-01-15T12:08:30,23.92,43.78,43.9,False
2024-01-15T12:09:00,24.65,37.54,28.3,False
2024-01-15T12:09:30,24.18,32.74,36.7,False
2024-01-15T12:10:00,23.46,35.22,31.4,False
2024-01-15T12:10:30,23.61,33.46,30.3,False
2024-01-15T12:11:00,22.81,38.43,36.7,False
2024-01-15T12:11:30,23.02,39.31,24.5,False
2024-01-15T12:12:00,22.37,40.39,16.4,False
2024-01-15T12:12:30,21.4,39.39,7.3,False
2024-01-15T12:13:00,20.7,33.12,4.4,False
2024-01-15T12:13:30,19.3,37.85,9.4,False
2024-01-15T12:14:00,18.8,36.16,14.1,False
2024-01-15T12:14:30,19.51,39.85,16.7,False
2024-01-15T12:15:00,19.03,38.91,8.7,False
2024-01-15T12:15:30,20.52,43.06,2.0,False
2024-01-15T12:16:00,18.6,33.73,2.0,False
2024-01-15T12:16:30,18.78,33.4,2.0,False
2024-01-15T12:17:00,16.8,34.42,6.2,False
2024-01-15T12:17:30,16.73,35.55,12.5,False
2024-01-15T12:18:00,16.19,33.64,14.4,False
2024-01-15T12:18:30,16.23,33.04,19.8,False
2024-01-15T12:19:00,18.65,37.42,21.2,False
2024-01-15T12:19:30,19.71,35.43,24.2,False
2024-01-16T09:00:00,20.37,40.66,20.0,False
2024-01-16T09:00:30,20.4,40.54,18.9,False
2024-01-16T09:01:00,18.52,41.25,14.8,False
2024-01-16T09:01:30,19.16,39.94,2.0,False
2024-01-16T09:02:00,18.11,33.85,2.0,False
2024-01-16T09:02:30,17.43,36.05,2.0,False
2024-01-16T09:03:00,17.07,39.23,2.0,False
2024-01-16T09:03:30,15.27,38.27,2.0,False
2024-01-16T09:04:00,15.35,34.76,2.0,False
2024-01-16T09:04:30,14.29,36.51,2.0,False
2024-01-16T09:05:00,12.84,36.44,7.3,False
2024-01-16T09:05:30,12.52,34.54,11.7,False
2024-01-16T09:06:00,13.73,38.31,17.6,False
2024-01-16T09:06:30,14.85,33.12,12.6,False
2024-01-16T09:07:00,15.84,39.36,16.9,False
2024-01-16T09:07:30,16.94,34.77,21.7,False
2024-01-16T09:08:00,17.44,31.4,18.0,False
2024-01-16T09:08:30,18.63,31.24,21.6,False
2024-01-16T09:09:00,19.45,37.19,24.8,False
2024-01-16T09:09:30,21.53,34.23,20.8,False
2024-01-16T09:10:00,21.35,42.87,13.9,False
2024-01-16T09:10:30,21.9,35.58,7.7,False
2024-01-16T09:11:00,21.04,37.37,10.1,False
2024-01-16T09:11:30,20.02,34.91,13.5,False
2024-01-16T09:12:00,19.2,31.93,9.8,False
2024-01-16T09:12:30,19.06,38.02,11.4,False
2024-01-16T09:13:00,18.4,31.6,16.2,False
2024-01-16T09:13:30,18.98,37.74,20.4,False
2024-01-16T09:14:00,18.45,35.62,29.7,False
2024-01-16T09:14:30,17.83,33.16,35.9,False
2024-01-16T09:15:00,18.8,40.27,27.5,False
2024-01-16T09:15:30,19.87,38.88,36.5,False
2024-01-16T09:16:00,20.07,37.77,30.8,False
2024-01-16T09:16:30,21.18,40.03,35.5,False
2024-01-16T09:17:00,21.24,32.71,33.6,False
2024-01-16T09:17:30,20.99,35.75,29.0,False
2024-01-16T09:18:00,20.77,38.5,16.8,False
2024-01-16T09:18:30,20.87,44.43,16.3,False
2024-01-16T09:19:00,19.07,37.29,7.5,False
2024-01-16T09:19:30,18.22,34.9,15.2,False
2024-01-16T09:20:00,17.92,29.3,25.0,False
2024-01-16T09:20:30,18.36,42.14,19.5,False
2024-01-16T09:21:00,18.89,37.39,21.4,False
2024-01-16T09:21:30,19.95,36.49,16.8,False
2024-01-16T09:22:00,19.63,30.04,13.5,False
2024-01-16T09:22:30,19.98,36.65,19.1,False
2024-01-16T09:23:00,18.74,36.94,19.0,False
2024-01-16T09:23:30,18.62,34.93,29.6,False
2024-01-16T09:24:00,19.41,32.78,25.3,False
2024-01-16T09:24:30,21.1,33.19,30.5,False
2024-01-16T09:25:00,20.67,43.0,29.5,False
2024-01-16T09:25:30,22.1,38.03,32.8,False
2024-01-16T09:26:00,21.48,35.93,28.2,False
2024-01-16T09:26:30,22.05,37.83,26.7,False
2024-01-16T09:27:00,21.99,37.6,25.0,False
2024-01-16T09:27:30,21.73,33.28,19.2,False
2024-01-16T09:28:00,21.2,40.16,23.3,False
2024-01-16T09:28:30,19.76,36.35,26.7,False
2024-01-16T09:29:00,19.46,37.15,29.3,False
2024-01-16T09:29:30,19.84,41.38,37.1,False
2024-01-16T09:30:00,20.96,33.4,43.2,False
2024-01-16T09:30:30,22.46,35.54,37.5,False
2024-01-16T09:31:00,23.03,39.0,37.1,False
2024-01-16T09:31:30,23.07,40.75,30.8,False
2024-01-16T09:32:00,22.85,36.14,29.3,False
2024-01-16T09:32:30,22.31,36.11,24.3,False
2024-01-16T09:33:00,23.14,39.99,66.7,False
2024-01-16T09:33:30,23.81,45.14,100.2,False
2024-01-16T09:34:00,25.4,39.1,130.2,False
2024-01-16T09:34:30,28.91,37.79,169.2,False
2024-01-16T09:35:00,34.03,38.74,187.1,False
2024-01-16T09:35:30,40.22,43.65,208.3,False
2024-01-16T09:36:00,45.78,48.55,248.2,False
2024-01-16T09:36:30,51.48,56.45,282.6,False
2024-01-16T09:37:00,58.81,50.8,317.4,False
2024-01-16T09:37:30,65.89,58.18,311.6,False
2024-01-16T09:38:00,75.27,57.24,301.5,False
2024-01-16T09:38:30,64.78,53.3,333.0,True
2024-01-16T09:39:00,57.17,54.4,372.9,True
2024-01-16T09:39:30,53.55,49.03,302.2,True
2024-01-16T09:40:00,51.27,45.0,329.7,True
2024-01-16T09:40:30,48.35,50.56,310.4,True
2024-01-16T09:41:00,47.37,41.8,317.4,True
2024-01-16T09:41:30,45.76,49.06,312.7,True
2024-01-16T09:42:00,44.21,45.45,18.2,True
2024-01-16T09:42:30,43.62,44.36,9.1,True
2024-01-16T09:43:00,32.55,40.41,6.7,True
2024-01-16T09:43:30,27.72,39.26,2.0,False
2024-01-16T09:44:00,23.98,37.07,2.0,False
2024-01-16T09:44:30,21.41,38.82,2.2,False
2024-01-16T09:45:00,19.41,35.56,2.0,False
2024-01-16T09:45:30,18.32,30.65,2.0,False
2024-01-16T09:46:00,17.83,36.24,7.7,False
2024-01-16T09:46:30,17.16,38.89,8.0,False
2024-01-16T09:47:00,15.63,29.55,2.0,False
2024-01-16T09:47:30,16.25,35.67,2.0,False
2024-01-16T09:48:00,16.15,34.27,4.2,False
2024-01-16T09:48:30,16.45,38.56,2.0,False
2024-01-16T09:49:00,16.7,35.06,2.0,False
2024-01-16T09:49:30,14.76,37.47,2.0,False
2024-01-16T09:50:00,15.9,37.5,2.0,False
2024-01-16T09:50:30,15.12,37.31,2.0,False
2024-01-16T09:51:00,15.88,40.23,3.7,False
2024-01-16T09:51:30,15.11,34.61,9.5,False
2024-01-16T09:52:00,15.91,35.74,22.1,False
2024-01-16T09:52:30,15.52,36.68,20.6,False
2024-01-16T09:53:00,17.46,36.37,22.8,False
2024-01-16T09:53:30,18.43,35.67,13.5,False
2024-01-16T09:54:00,20.22,34.37,21.6,False
2024-01-16T09:54:30,19.22,36.76,16.8,False
2024-01-16T09:55:00,20.23,32.59,13.9,False
2024-01-16T09:55:30,18.94,30.52,14.7,False
2024-01-16T09:56:00,18.83,33.24,6.2,False
2024-01-16T09:56:30,18.5,38.46,9.6,False
2024-01-16T09:57:00,17.43,36.79,17.0,False
2024-01-16T09:57:30,17.2,38.04,19.3,False
